content__235ca,username__703b9,anchor_edefb8,anchor_edefb8 (2),timestamp_c19a55,separator_c19a55,avatar_c19a55 src,username_c19a55,roleIcon__1e6f1 src,markup__75297,markup__75297 (2),markup__75297 (3),markup__75297 (4),latin24CompactTimeStamp_c19a55,separator_c19a55 (2),mention,botText__82f07,markup__75297 (5),markup__75297 (6),markup__75297 (7),markup__75297 (8),anchor_edefb8 href,anchor_edefb8 (3),embedProvider__623de,anchor_edefb8 href (2),embedDescription__623de,originalLink_af017a href,loadingOverlay_af017a src,emoji src,edited_c19a55,emoji src (2),reactionCount__23977,replyAvatar_c19a55 src,repliedTextContent_c19a55,repliedTextContent_c19a55 (2),repliedTextContent_c19a55 (3),username_c19a55 (2),avatarDecoration_c19a55 src,reactionCount__23977 (2),markup__75297 (9),markup__75297 (10),markup__75297 (14),markup__75297 (15),markup__75297 (16),markup__75297 (17),embedDescription__623de (2),embedDescription__623de (3),embedDescription__623de (4),embedDescription__623de (5),embedDescription__623de (6),embedDescription__623de (7),embedDescription__623de (8),embedDescription__623de (9),embedDescription__623de (10),embedDescription__623de (11),embedDescription__623de (12),embedDescription__623de (13),embedDescription__623de (14),embedDescription__623de (15),embedFieldName__623de,embedFieldValue__623de,embedFieldValue__623de (2),embedFieldValue__623de (3),embedFieldValue__623de (4),embedFieldName__623de (2),embedFieldValue__623de (5),video_cf09d8 src,repliedTextContent_c19a55 (4),repliedTextContent_c19a55 (5),repliedTextContent_c19a55 (6),embedDescription__623de (16),embedDescription__623de (17),embedDescription__623de (18),anchor_edefb8 href (3),anchor_edefb8 (4),embedVideoImageComponentInner__623de src,anchor_edefb8 href (5),repliedTextContent_c19a55 (7),repliedTextContent_c19a55 (8),repliedTextContent_c19a55 (9),embedFieldName__623de (3),embedFieldValue__623de (6),lazyImg_f4758a src,embedAuthorIcon__623de src,embedFooterIcon__623de src,embedFooterText__623de,embedFooterSeparator__623de,emoji src (3),markup__75297 (18),markup__75297 (19),markup__75297 (20),markup__75297 (21),markup__75297 (22),markup__75297 (23),markup__75297 (24),markup__75297 (25),anchor_edefb8 (5),reactionCount__23977 (3),embedDescription__623de (19),embedDescription__623de (20),embedDescription__623de (21),embedDescription__623de (22),embedVideo__623de src,anchor_edefb8 (6),anchor_edefb8 (7),anchor_edefb8 (8),edited_c19a55 (2),pngImage__31fc2 src,embedDescription__623de (23),repliedTextContent_c19a55 (10),embedDescription__623de (24),embedDescription__623de (25),embedDescription__623de (26),embedDescription__623de (27),embedDescription__623de (28),anchor_edefb8 href (6),originalLink_af017a href (2),repliedTextPlaceholder_c19a55,emoji src (4),emoji src (5),embedDescription__623de (29),embedDescription__623de (30),embedDescription__623de (31),embedDescription__623de (32),embedDescription__623de (33),embedDescription__623de (34),embedDescription__623de (35),embedDescription__623de (36),embedDescription__623de (37),embedDescription__623de (39),embedDescription__623de (40),embedDescription__623de (41),embedDescription__623de (42),embedDescription__623de (43),embedDescription__623de (44),embedDescription__623de (48),embedDescription__623de (59),embedDescription__623de (60),embedDescription__623de (61),embedDescription__623de (63),mention (2),imageError_af017a src,reactionCount__23977 (4),embedFieldValue__623de (7),embedFieldValue__623de (8),embedDescription__623de (64)
,,Steam,,"— 
4/8/24, 8:35 AM",—,https://cdn.discordapp.com/avatars/734228094558404611/7f785b444d4bb5a7f3221928edb652ae.webp?size=160,Oldnoob72,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,Tech sneaking into games,. I think I saw Kay in there too,. Fun looking crazy game,,,,,,,,,,https://store.steampowered.com/app/2863840/YIIK_Nameless_Psychosis/,https://store.steampowered.com/app/2863840/YIIK_Nameless_Psychosis/,,https://store.steampowered.com/app/2863840/YIIK_Nameless_Psychosis/,,,,,,,,,,,,,,,,,,,,,Experience a sneak peek of YIIK I,.V,", a bold reimagining and expansion of YIIK",: A Postmodern RPG,! Step beyond Alex Eggleston,s story and become the Nameless Child,", a young girl pushed from a mysterious tower",. Guide her through a surreal dimension where she must find a way to save both the Good Brother and the Bad Brother,. Featuring,: New Battle Sy,.,.,.,,,,,,,,,https://images-ext-1.discordapp.net/external/EMXVEuOdpwkM6gbOAmz1Bph9v0R9ZndDmubnbl8PnFI/%3Ft%3D1712378861/https/cdn.akamai.steamstatic.com/steam/apps/257013950/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,YIIK Nameless Psychosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/9/24, 2:55 PM",—,https://cdn.discordapp.com/avatars/325850112079298561/a_f67f7b4f9f55ee350e314615a86e2a8e.webp?size=160,oSpiss,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,3,-ish hour game,",",style and,,,,,satisfying,insane,REALLY,,https://store.steampowered.com/app/1309950/Children_of_the_Sun/,https://store.steampowered.com/app/1309950/Children_of_the_Sun/,,https://store.steampowered.com/app/1309950/Children_of_the_Sun/,,,,https://cdn.discordapp.com/emojis/702496145393451118.webp?size=96,(edited),,,,,,,,,,,,,,,,Burning with anger,", THE GIRL wages a one",-woman war against THE CULT,", taking them down cultist by cultist",", bullet by bullet",", until she reaches her true target",: THE LEADER,. Along the way she will unravel the dark truth about this mysterious order and the atrocities committed by them in the name of their master,.In this tactical third,-person puzzle,-,.,.,.,Price,$,1,4,0.99,,,https://images-ext-1.discordapp.net/external/RN0hdvlj78mRCVWAU6cyZeHq_skdt-dJ3pW7h_Pu3Ag/%3Ft%3D1712679002/https/cdn.akamai.steamstatic.com/steam/apps/257014591/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Children of the Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/10/24, 5:28 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2747780/Dishwashing_Simulator/,https://store.steampowered.com/app/2747780/Dishwashing_Simulator/,,https://store.steampowered.com/app/2747780/Dishwashing_Simulator/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Experience the unexpected thrill of a house,-hold chore in the latest next generation AAAAA simulation experience,: Dishwashing Simulator,. New ground has been broken in the simulation genre,", with a never seen before level of detail in the act of Washing Dishes",. Explore a simulated world where every dish matters and survival hinges on your ability,.,.,.,,,,,,Price,$,9,0.99,,,,https://images-ext-1.discordapp.net/external/Y6S_XI7X9GQBug9vCXDIaD1Pi-D6UGXnVtJaiDENMb4/%3Ft%3D1711554118/https/cdn.akamai.steamstatic.com/steam/apps/257011603/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Dishwashing Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/10/24, 8:53 PM",—,https://cdn.discordapp.com/avatars/212381603379281921/1720b6d9ff654c9184e67186af8038be.webp?size=160,Mentos Mommy Rainbow Rin,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2611240/Normal_Fishing/,https://store.steampowered.com/app/2611240/Normal_Fishing/,,https://store.steampowered.com/app/2611240/Normal_Fishing/,,https://cdn.akamai.steamstatic.com/steam/apps/2611240/header.jpg?t=1707129318,https://images-ext-1.discordapp.net/external/4smjwbAnhy6NIxqpZV93phcS9Hc1pNSuYlc6vuiJ4c8/%3Ft%3D1707129318/https/cdn.akamai.steamstatic.com/steam/apps/2611240/header.jpg?format=webp&width=800&height=374,,,,,,,,,,,,,,,,,,Normal Fishing is a completely and utterly unremarkable fishing experience where everything goes exactly as expected,", and there is absolutely",- and I mean it when I say this,- absolutely nothing to worry about,.Fishing is a long,-held tradition in this remote village,", with its mysterious lake full of diverse and unusual aquatic life",. As the new fi,.,.,.,,,,Release Date,Coming soon,,,,,,,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Normal Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/11/24, 2:04 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2868840/Slay_the_Spire_2/,https://store.steampowered.com/app/2868840/Slay_the_Spire_2/,,https://store.steampowered.com/app/2868840/Slay_the_Spire_2/,,,,,,,,,,,,,,,,,,,,,The Spire AwakensCivilization has waited 1,",000 years for the Spire to reopen its doors",.,.,.Return to the Spire and face friends and foes in this sequel to the quintessential roguelike deckbuilder,. How high will you ascend,.,.,. and what truths lie at the top,?Deckbuilding GaloreNew slayers join the fray with their own sets of cards,", mechanics",", and per",.,.,Release Date,2025,,,,,,https://images-ext-1.discordapp.net/external/7wW0PoHUenzUsPbN6WEJHqf4VOI8uGmgaXHQlLI5yJ8/%3Ft%3D1712785134/https/cdn.akamai.steamstatic.com/steam/apps/257015112/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Slay the Spire 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/11/24, 2:33 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1775490/Slice__Dice/,https://store.steampowered.com/app/1775490/Slice__Dice/,,https://store.steampowered.com/app/1775490/Slice__Dice/,,,,,,,,,,,,,,,,,,,,,Slice,& Dice is a tactical dice battle roguelike,.Take control of 5 heroes,", each with their own unique dice",. Fight your way through 20 levels of monsters and try to take on the final boss,. If you lose a single fight you have to start over so be careful,/lucky,!Gameplay,- 3D dice physics,", choose which dice to reroll",- Simple turn,-based combat,- Level u,.,Price,$,8,0.99,806,Recommendations,,https://images-ext-1.discordapp.net/external/w129mXuoZWWsV5mN59fp1Z_dBQKgyw9eHOegD7isgjw/%3Ft%3D1710920140/https/cdn.akamai.steamstatic.com/steam/apps/257009400/movie_max_vp9.webm,,,,.,.,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Slice,,,,,,,& Dice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/12/24, 4:22 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,modern farming sim,!,,,,,,,,,,,https://store.steampowered.com/app/1746930/SunnySide/,https://store.steampowered.com/app/1746930/SunnySide/,,https://store.steampowered.com/app/1746930/SunnySide/,,,,,,,,,,,,,,,,,,,,,You’ve just purchased your first plot of land in an aging post town in the heart of the Japanese countryside,. Now,", it’s up to you to create a homestead you can be proud of",.• Master the art of farming,.• Explore local resources,.• Build your dream home,.• Care for your animals,.• Bond with the locals,.Use modern technology to balance time between your,.,.,.,,,Release Date,May 24,", 2024",,,,,https://images-ext-1.discordapp.net/external/l37xtci5fwkcdBmuqS73vNHrikHlpePdjoHyIGu2GIg/%3Ft%3D1712842362/https/cdn.akamai.steamstatic.com/steam/apps/257015310/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,SunnySide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/14/24, 9:57 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1089980/The_Henry_Stickmin_Collection/,https://store.steampowered.com/app/1089980/The_Henry_Stickmin_Collection/,,https://store.steampowered.com/app/1089980/The_Henry_Stickmin_Collection/,,,,,,,,,,,,,,,,,,,,,The Henry Stickmin Collection is a Newgrounds choose,-your,-own,-path classic,", reborn and revitalized",. This 6,-game epic culminates in multiple entirely canon,", extremely different endings",. Each step of the journey has you choose from options such as a Teleporter or calling in your buddy Charles to help you out,. Correct choices will move the story fo,.,.,.,,Price,$,7,0.49,40510,Recommendations,,https://images-ext-1.discordapp.net/external/9p8SffLUbQ9aQQKWUi8-pTrOFKpeBHE5cmCSUgkDp9Y/%3Ft%3D1596760000/https/cdn.akamai.steamstatic.com/steam/apps/256795589/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,The Henry Stickmin Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/15/24, 5:26 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2904890/The_Game_of_Sisyphus/,https://store.steampowered.com/app/2904890/The_Game_of_Sisyphus/,,https://store.steampowered.com/app/2904890/The_Game_of_Sisyphus/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,"""The struggle itself toward the heights is enough to fill a man",s heart,. One must imagine Sisyphus happy,.,- Albert Camus,"""Become Sisyphus and try to roll the boulder up the mountain",. Numerous obstacles will hinder your progress,. You can move using the arrow keys and adjust the direction in which you push the boulder with the left and right mous,.,.,.,,,,Price,$,4,0.19,,,,https://images-ext-1.discordapp.net/external/r2l9E94Gnd8-5yrZJvSu1pOBB5BBim_28cC_0sXVrP0/%3Ft%3D1711511469/https/cdn.akamai.steamstatic.com/steam/apps/257010248/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,The Game of Sisyphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/16/24, 4:15 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1194840/Frog_Fractions_Game_of_the_Decade_Edition/,https://store.steampowered.com/app/1194840/Frog_Fractions_Game_of_the_Decade_Edition/,,https://store.steampowered.com/app/1194840/Frog_Fractions_Game_of_the_Decade_Edition/,,,,,,,,,,,,,,,,,,,,,The classic web game,", reborn",! Enjoy this remaster in glorious 4k resolution,!In Frog Fractions,", the player controls a frog sitting on a lily pad",. The frog must use its tongue to attack oncoming insects and protect its fruit,", in the vein of Missile Command",. Between waves of bug attacks,", the player can purchase upgrades such as lock",-on targeting,", a",.,.,.,,,,,,,,https://images-ext-1.discordapp.net/external/QbmxdrJRwGEJ_Lo-_OuqIH1n_lw2_uR_LfmRzlL3v7I/%3Ft%3D1595131923/https/cdn.akamai.steamstatic.com/steam/apps/256793245/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Frog Fractions,,,,,,,: Game of the Decade Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/17/24, 12:57 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/924750/Harold_Halibut/,https://store.steampowered.com/app/924750/Harold_Halibut/,,https://store.steampowered.com/app/924750/Harold_Halibut/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Harold Halibut is a handmade narrative game about friendship and life on a city,-sized spaceship submerged in an alien ocean,. It’s been 250 years since your home,- an ark,-like spaceship,- fled an Earth on the verge of cold war to find a habitable planet to preserve the human race,.You are Harold,", a young lab assistant for the ship’s lead scientist",.,.,.,,,,Price,$,2,9,0.74,Metacritic,73,https://images-ext-1.discordapp.net/external/AH3mBAk9-hhuxwMNN-DQTYX1V_xj7fysfi8SLvIMANs/%3Ft%3D1713268139/https/cdn.akamai.steamstatic.com/steam/apps/257016348/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Harold Halibut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/18/24, 3:56 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2682580/DUCKSIDE/,https://store.steampowered.com/app/2682580/DUCKSIDE/,,https://store.steampowered.com/app/2682580/DUCKSIDE/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Welcome to DUCKSIDE,: persistent world survival,.,.,. on QUACKOver 10 million ducks get killed per year by hunters,", a statistic that would be much lower if ducks were combat trained",. Enter DUCKSIDE,", a persistent world survival game like DayZ or Rust… but you’re a duck",", and so is everybody else",.It’s a hard Duck lifePut those webbed feet to use or tak,.,.,.,,Release Date,To be announced,,,,,,https://images-ext-1.discordapp.net/external/M-4hZOKI_kuOLsiHXZuykiWdO2l1hKRLTXzBm3D_4xc/%3Ft%3D1711990815/https/cdn.akamai.steamstatic.com/steam/apps/257012500/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,DUCKSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/19/24, 2:16 PM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2926550/Poltergeist_Watcher/,https://store.steampowered.com/app/2926550/Poltergeist_Watcher/,,https://store.steampowered.com/app/2926550/Poltergeist_Watcher/,,,,,,,,,,,,,,,,,,,,,The unique game Poltergeist Watcher blends elements of hidden object,", mindfulness puzzles",", and psychological horror genres",. It will evoke tension and fear in the most unconventional settings for these genres,. Inspired by cult paranormal films,", this game will immerse you in the ominous atmosphere of an ancient mansion consumed by poltergeist acti",.,.,.,,,,,,Release Date,May 1,", 2024",,,,,https://images-ext-1.discordapp.net/external/qQuu6WHIQosx83Qk9lDOCfiuDz8zv4rWKGQjYyfZgOw/%3Ft%3D1713421708/https/cdn.akamai.steamstatic.com/steam/apps/257016178/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Poltergeist Watcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/22/24, 12:53 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,I am so excited,!,,,,,,,,,,,https://store.steampowered.com/app/2016460/Tales_of_the_Shire_A_The_Lord_of_The_Rings_Game/,https://store.steampowered.com/app/2016460/Tales_of_the_Shire_A_The_Lord_of_The_Rings_Game/,,https://store.steampowered.com/app/2016460/Tales_of_the_Shire_A_The_Lord_of_The_Rings_Game/,,,,,,,,,,,,,,,,,,,,,From the creative studio,", Wētā Workshop",", live the cosy life of a Hobbit in the wonderfully serene landscape of the Shire",. Discover,", decorate",", and share in this idyllic corner of Middle",-earth,. Join friendly Hobbits and familiar faces awaiting your arrival in Tales of the Shire,: A The Lord of the Rings™ Game,. Create your own Hobbit as you set fort,.,.,.,,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/mcVI7WtDy_C_hAMJnrJ7_k4rGHl_GDdPwaaCZadvCzo/%3Ft%3D1713802287/https/cdn.akamai.steamstatic.com/steam/apps/257013100/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Tales of the Shire,,,,,,,: A The Lord of The Rings™ Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/23/24, 4:17 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,Cute fishing game,,,,,,,,,,,,https://store.steampowered.com/app/2171570/Whisker_Waters/,https://store.steampowered.com/app/2171570/Whisker_Waters/,,https://store.steampowered.com/app/2171570/Whisker_Waters/,,,,,,,,,,,,,,,,,,,,,What sets Whisker Waters apart from other RPG games is its unique and creative focus on fishing,. Players will use a variety of fishing tools and techniques to explore the semi,-open world,", complete quests",", and catch a wide array of different fish",. Each fish has its own unique behavior,", making the fishing experience more challenging and rewarding",.,.,.,,,,,Release Date,Apr 25,", 2024",,,,,https://images-ext-1.discordapp.net/external/sY7vtagHW2t1w3kBIfk6-WphTgHS2FVmfj4lOEenEHg/%3Ft%3D1708005636/https/cdn.akamai.steamstatic.com/steam/apps/257000804/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Whisker Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/24/24, 4:59 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,have you ever played this one,?,it,s no masterpiece but really great to dabble,,,,,,,,,https://store.steampowered.com/app/234140/Mad_Max/,https://store.steampowered.com/app/234140/Mad_Max/,,https://store.steampowered.com/app/234140/Mad_Max/,,,,,(edited),,,,,,,,,,,,,,,,Online functionality will be retired on October 31,",",2,0,2,0,.,,,,,,,,Price,$,1,9,0.99,Recommendations,46004,https://images-ext-1.discordapp.net/external/85IFrm-xkhAUJJ11xhr_srMkQAvot2zm8GE7oB9x_kE/%3Ft%3D1447373614/https/cdn.akamai.steamstatic.com/steam/apps/2038914/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,73,,,,,,,,,,,,,,,Mad Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/24/24, 6:59 PM",—,https://cdn.discordapp.com/avatars/109417516006133760/6ba082e80f7e87f21546e3b3e7e0d95c.webp?size=160,woofer4444,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2639810/Rumble_Club/,https://store.steampowered.com/app/2639810/Rumble_Club/,,https://store.steampowered.com/app/2639810/Rumble_Club/,,,,,,,,,,,,,,,,,,,,,Don’t Fall,. Don’t Stumble,. RUMBLE,!Enter the Rumble Club arena,", a hilarious physics",-based multiplayer Battle Royale,. Grab your squad,", or charge into the slapstick arena solo against 19 other players",. Punch,", push",", throw",", and bait your opponents—and maybe your friends",", too…Fly in on Captain Punch’s Sky Yacht",", get bopped into the arena",,,,,,,,https://images-ext-1.discordapp.net/external/Lq6Os5sBHoxq-5EMgoPgXVy8jNFXpem1DZ-L4fFQT1k/%3Ft%3D1713919683/https/cdn.akamai.steamstatic.com/steam/apps/257011069/movie_max_vp9.webm,,,,", and find pow",.,.,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Rumble Club,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/25/24, 4:10 PM",—,https://cdn.discordapp.com/avatars/424049914092191745/c651d0c7d772c23f2329653885b37aec.webp?size=160,astrosqueeee,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1887840/Another_Crabs_Treasure/,https://store.steampowered.com/app/1887840/Another_Crabs_Treasure/,,https://store.steampowered.com/app/1887840/Another_Crabs_Treasure/,,,,https://discord.com/assets/e9c31d6f526c3d4e.svg,(edited),,,,,,,,,,,,,,,,Another Crab’s Treasure is a soulslike adventure set in a crumbling underwater world,. As Kril the hermit crab,", you’ll need to wear the trash around you as shells to withstand attacks from enemies many times your size",. Embark on an epic treasure hunt to buy back your repossessed shell,", and discover the dark secrets behind the polluted ocean",.TRASH,.,.,.,,,,,,Price,$,2,6,0.99,,,https://images-ext-1.discordapp.net/external/8hSqhrjFSaNT-zzVa1ChXAxiWZD7QOmjud7F9Y5VINI/%3Ft%3D1708524179/https/cdn.akamai.steamstatic.com/steam/apps/257002469/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Another Crab,,,,,,,s Treasure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
